Drain_ID,Month,Rainfall_mm_hr,Catchment_km2,Impervious_frac,Runoff_coeff,Drain_Type,Slope,Design_Capacity_m3hr,Degradation_Factor,Q_baseflow,Longitude_y,Latitude_y,Q_runoff,Q_baseflow,Q_total_in,Q_eff,Utilization_Ratio,Operational_Status
2,7,90,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237053498,-122.3873427,47.55897345,21993.763490778598,591.3640237053498,22585.12751448395,2058.09221944517,10.97381706276143,CRITICAL
2,8,75,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237053498,-122.3873427,47.55897345,18328.136242315493,591.3640237053498,18919.500266020845,2058.09221944517,9.192736888690659,CRITICAL
2,9,50,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237053498,-122.3873427,47.55897345,12218.757494876998,591.3640237053498,12810.121518582348,2058.09221944517,6.224269931906044,CRITICAL
2,10,25,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237053498,-122.3873427,47.55897345,6109.378747438499,591.3640237053498,6700.742771143849,2058.09221944517,3.2558029751214286,CRITICAL
2,11,10,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237053498,-122.3873427,47.55897345,2443.751498975399,591.3640237053498,3035.1155226807487,2058.09221944517,1.474722801050659,CRITICAL
2,12,6,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237053498,-122.3873427,47.55897345,1466.2508993852396,591.3640237053498,2057.6149230905894,2058.09221944517,0.9997680879651207,CRITICAL
3,1,5,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.77695381703757,-122.3900876,47.55664943,893.1091384860316,473.77695381703757,1366.8860923030693,3392.1656736179666,0.4029538129383863,SAFE
3,2,8,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.77695381703757,-122.3900876,47.55664943,1428.9746215776506,473.77695381703757,1902.7515753946882,3392.1656736179666,0.5609253080393563,SAFE
3,3,12,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.77695381703757,-122.3900876,47.55664943,2143.4619323664756,473.77695381703757,2617.2388861835134,3392.1656736179666,0.7715539681739828,STRESSED
3,4,20,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.77695381703757,-122.3900876,47.55664943,3572.4365539441264,473.77695381703757,4046.213507761164,3392.1656736179666,1.1928112884432358,CRITICAL
3,5,35,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.77695381703757,-122.3900876,47.55664943,6251.763969402221,473.77695381703757,6725.540923219259,3392.1656736179666,1.9826687639480856,CRITICAL
3,6,60,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.77695381703757,-122.3900876,47.55664943,10717.309661832378,473.77695381703757,11191.086615649416,3392.1656736179666,3.2990978897895014,CRITICAL
3,7,90,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.77695381703757,-122.3900876,47.55664943,16075.964492748568,473.77695381703757,16549.741446565604,3392.1656736179666,4.8788128407992,CRITICAL
3,8,75,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.77695381703757,-122.3900876,47.55664943,13396.637077290472,473.77695381703757,13870.41403110751,3392.1656736179666,4.088955365294351,CRITICAL
3,9,50,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.77695381703757,-122.3900876,47.55664943,8931.091384860316,473.77695381703757,9404.868338677354,3392.1656736179666,2.7725262394529353,CRITICAL
3,10,25,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.77695381703757,-122.3900876,47.55664943,4465.545692430158,473.77695381703757,4939.322646247196,3392.1656736179666,1.456097113611519,CRITICAL
3,11,10,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.77695381703757,-122.3900876,47.55664943,1786.2182769720632,473.77695381703757,2259.995230789101,3392.1656736179666,0.6662396381066695,STRESSED
3,12,6,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.77695381703757,-122.3900876,47.55664943,1071.7309661832378,473.77695381703757,1545.5079200002754,3392.1656736179666,0.45561097797204286,SAFE
4,1,5,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.94910695403087,-122.3903673,47.55637351,695.4551619347917,435.94910695403087,1131.4042688888226,2984.320454124197,0.37911621298083875,SAFE
4,2,8,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.94910695403087,-122.3903673,47.55637351,1112.7282590956668,435.94910695403087,1548.6773660496976,2984.320454124197,0.5189380262127999,SAFE
4,3,12,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.94910695403087,-122.3903673,47.55637351,1669.0923886434998,435.94910695403087,2105.0414955975307,2984.320454124197,0.7053671105220813,STRESSED
4,4,20,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.94910695403087,-122.3903673,47.55637351,2781.820647739167,435.94910695403087,3217.7697546931977,2984.320454124197,1.0782252791406446,CRITICAL
4,5,35,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.94910695403087,-122.3903673,47.55637351,4868.186133543542,435.94910695403087,5304.135240497573,2984.320454124197,1.7773343453004506,CRITICAL
4,6,60,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.94910695403087,-122.3903673,47.55637351,8345.4619432175,435.94910695403087,8781.411050171531,2984.320454124197,2.94251612223346,CRITICAL
4,7,90,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.94910695403087,-122.3903673,47.55637351,12518.19291482625,435.94910695403087,12954.14202178028,2984.320454124197,4.340734254553071,CRITICAL
4,8,75,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.94910695403087,-122.3903673,47.55637351,10431.827429021876,435.94910695403087,10867.776535975907,2984.320454124197,3.641625188393266,CRITICAL
4,9,50,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.94910695403087,-122.3903673,47.55637351,6954.551619347917,435.94910695403087,7390.500726301948,2984.320454124197,2.4764434114602563,CRITICAL
4,10,25,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.94910695403087,-122.3903673,47.55637351,3477.2758096739585,435.94910695403087,3913.2249166279894,2984.320454124197,1.3112616345272465,CRITICAL
4,11,10,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.94910695403087,-122.3903673,47.55637351,1390.9103238695834,435.94910695403087,1826.8594308236143,2984.320454124197,0.6121525683674407,STRESSED
4,12,6,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.94910695403087,-122.3903673,47.55637351,834.5461943217499,435.94910695403087,1270.4953012757808,2984.320454124197,0.42572348405815913,SAFE
5,1,5,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.86375555918673,-122.2867681,47.56070002,269.4196633836095,176.86375555918673,446.2834189427962,4564.037836034295,0.09778258528430016,SAFE
5,2,8,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.86375555918673,-122.2867681,47.56070002,431.0714614137751,176.86375555918673,607.9352169729618,4564.037836034295,0.13320117817016136,SAFE
5,3,12,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.86375555918673,-122.2867681,47.56070002,646.6071921206627,176.86375555918673,823.4709476798495,4564.037836034295,0.180425968684643,SAFE
5,4,20,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.86375555918673,-122.2867681,47.56070002,1077.678653534438,176.86375555918673,1254.5424090936247,4564.037836034295,0.2748755497136062,SAFE
5,5,35,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.86375555918673,-122.2867681,47.56070002,1885.937643685266,176.86375555918673,2062.8013992444526,4564.037836034295,0.4519685141429122,SAFE
5,6,60,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.86375555918673,-122.2867681,47.56070002,3233.0359606033135,176.86375555918673,3409.8997161625,4564.037836034295,0.7471234548584224,STRESSED
5,7,90,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.86375555918673,-122.2867681,47.56070002,4849.553940904971,176.86375555918673,5026.417696464157,4564.037836034295,1.1013093837170347,CRITICAL
5,8,75,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.86375555918673,-122.2867681,47.56070002,4041.294950754142,176.86375555918673,4218.158706313328,4564.037836034295,0.9242164192877284,CRITICAL
5,9,50,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.86375555918673,-122.2867681,47.56070002,2694.1966338360944,176.86375555918673,2871.060389395281,4564.037836034295,0.6290614785722183,STRESSED
5,10,25,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.86375555918673,-122.2867681,47.56070002,1347.0983169180472,176.86375555918673,1523.962072477234,4564.037836034295,0.3339065378567082,SAFE
5,11,10,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.86375555918673,-122.2867681,47.56070002,538.839326767219,176.86375555918673,715.7030823264057,4564.037836034295,0.1568135734274022,SAFE
5,12,6,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.86375555918673,-122.2867681,47.56070002,323.30359606033136,176.86375555918673,500.16735161951806,4564.037836034295,0.10958878291292057,SAFE
6,1,5,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.87253703192937,-122.2794919,47.56161407,351.16401173043016,212.87253703192937,564.0365487623595,2647.8995250920398,0.21301282145241288,SAFE
6,2,8,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.87253703192937,-122.2794919,47.56161407,561.8624187686883,212.87253703192937,774.7349558006176,2647.8995250920398,0.29258472553775927,SAFE
6,3,12,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.87253703192937,-122.2794919,47.56161407,842.7936281530324,212.87253703192937,1055.6661651849618,2647.8995250920398,0.3986805976515545,SAFE
6,4,20,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.87253703192937,-122.2794919,47.56161407,1404.6560469217206,212.87253703192937,1617.52858395365,2647.8995250920398,0.610872341879145,STRESSED
6,5,35,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.87253703192937,-122.2794919,47.56161407,2458.1480821130112,212.87253703192937,2671.0206191449406,2647.8995250920398,1.008731862305877,CRITICAL
6,6,60,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.87253703192937,-122.2794919,47.56161407,4213.9681407651615,212.87253703192937,4426.84067779709,2647.8995250920398,1.6718310630170967,CRITICAL
6,7,90,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.87253703192937,-122.2794919,47.56161407,6320.952211147744,212.87253703192937,6533.824748179673,2647.8995250920398,2.4675501038705616,CRITICAL
6,8,75,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.87253703192937,-122.2794919,47.56161407,5267.460175956452,212.87253703192937,5480.332712988382,2647.8995250920398,2.0696905834438293,CRITICAL
6,9,50,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.87253703192937,-122.2794919,47.56161407,3511.6401173043014,212.87253703192937,3724.5126543362308,2647.8995250920398,1.4065913827326089,CRITICAL
6,10,25,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.87253703192937,-122.2794919,47.56161407,1755.8200586521507,212.87253703192937,1968.69259568408,2647.8995250920398,0.7434921820213889,STRESSED
6,11,10,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.87253703192937,-122.2794919,47.56161407,702.3280234608603,212.87253703192937,915.2005604927897,2647.8995250920398,0.3456326615946569,SAFE
6,12,6,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.87253703192937,-122.2794919,47.56161407,421.3968140765162,212.87253703192937,634.2693511084456,2647.8995250920398,0.23953678948086168,SAFE
7,1,5,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438030745,-122.2807329,47.56537381,183.69476962207557,92.85443438030745,276.549204002383,2051.285964357152,0.13481747977008665,SAFE
7,2,8,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438030745,-122.2807329,47.56537381,293.9116313953209,92.85443438030745,386.76606577562836,2051.285964357152,0.18854809738672207,SAFE
7,3,12,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438030745,-122.2807329,47.56537381,440.86744709298137,92.85443438030745,533.7218814732888,2051.285964357152,0.2601889208755693,SAFE
7,4,20,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438030745,-122.2807329,47.56537381,734.7790784883023,92.85443438030745,827.6335128686097,2051.285964357152,0.4034705678532637,SAFE
7,5,35,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438030745,-122.2807329,47.56537381,1285.8633873545289,92.85443438030745,1378.7178217348364,2051.285964357152,0.6721236559364407,STRESSED
7,6,60,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438030745,-122.2807329,47.56537381,2204.337235464907,92.85443438030745,2297.191669845214,2051.285964357152,1.1198788027417357,CRITICAL
7,7,90,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438030745,-122.2807329,47.56537381,3306.5058531973605,92.85443438030745,3399.360287577668,2051.285964357152,1.65718497890809,CRITICAL
7,8,75,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438030745,-122.2807329,47.56537381,2755.4215443311336,92.85443438030745,2848.275978711441,2051.285964357152,1.388531890824913,CRITICAL
7,9,50,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438030745,-122.2807329,47.56537381,1836.9476962207557,92.85443438030745,1929.8021306010633,2051.285964357152,0.9407767440196179,CRITICAL
7,10,25,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438030745,-122.2807329,47.56537381,918.4738481103778,92.85443438030745,1011.3282824906853,2051.285964357152,0.4930215972143227,SAFE
7,11,10,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438030745,-122.2807329,47.56537381,367.38953924415114,92.85443438030745,460.2439736244586,2051.285964357152,0.22436850913114567,SAFE
7,12,6,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438030745,-122.2807329,47.56537381,220.43372354649068,92.85443438030745,313.28815792679814,2051.285964357152,0.15272768564229847,SAFE
8,1,5,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030321559592,-122.2758933,47.56056935,1199.9551942220296,434.3030321559592,1634.2582263779889,6621.324594232208,0.24681741592937165,SAFE
8,2,8,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030321559592,-122.2758933,47.56056935,1919.9283107552474,434.3030321559592,2354.2313429112064,6621.324594232208,0.35555292742512,SAFE
8,3,12,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030321559592,-122.2758933,47.56056935,2879.892466132871,434.3030321559592,3314.19549828883,6621.324594232208,0.5005336094194511,SAFE
8,4,20,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030321559592,-122.2758933,47.56056935,4799.820776888118,434.3030321559592,5234.1238090440775,6621.324594232208,0.7904949734081135,STRESSED
8,5,35,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030321559592,-122.2758933,47.56056935,8399.686359554207,434.3030321559592,8833.989391710167,6621.324594232208,1.3341725308868555,CRITICAL
8,6,60,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030321559592,-122.2758933,47.56056935,14399.462330664355,434.3030321559592,14833.765362820315,6621.324594232208,2.2403017933514255,CRITICAL
8,7,90,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030321559592,-122.2758933,47.56056935,21599.193495996533,434.3030321559592,22033.496528152493,6621.324594232208,3.327656908308909,CRITICAL
8,8,75,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030321559592,-122.2758933,47.56056935,17999.327913330446,434.3030321559592,18433.630945486406,6621.324594232208,2.7839793508301676,CRITICAL
8,9,50,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030321559592,-122.2758933,47.56056935,11999.551942220298,434.3030321559592,12433.854974376258,6621.324594232208,1.8778500883655977,CRITICAL
8,10,25,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030321559592,-122.2758933,47.56056935,5999.775971110149,434.3030321559592,6434.079003266108,6621.324594232208,0.9717208259010276,CRITICAL
8,11,10,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030321559592,-122.2758933,47.56056935,2399.910388444059,434.3030321559592,2834.2134206000183,6621.324594232208,0.42804326842228557,SAFE
8,12,6,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030321559592,-122.2758933,47.56056935,1439.9462330664355,434.3030321559592,1874.2492652223948,6621.324594232208,0.28306258642795445,SAFE
9,1,5,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387253937,-122.2757927,47.56647177,963.695747966668,498.1313387253937,1461.8270866920616,5816.628887344488,0.25131860997228606,SAFE
9,2,8,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387253937,-122.2757927,47.56647177,1541.9131967466687,498.1313387253937,2040.0445354720623,5816.628887344488,0.35072626687782726,SAFE
9,3,12,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387253937,-122.2757927,47.56647177,2312.8697951200033,498.1313387253937,2811.001133845397,5816.628887344488,0.4832698094185489,SAFE
9,4,20,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387253937,-122.2757927,47.56647177,3854.782991866672,498.1313387253937,4352.914330592066,5816.628887344488,0.7483568944999922,STRESSED
9,5,35,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387253937,-122.2757927,47.56647177,6745.870235766677,498.1313387253937,7244.001574492071,5816.628887344488,1.2453951790276985,CRITICAL
9,6,60,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387253937,-122.2757927,47.56647177,11564.348975600018,498.1313387253937,12062.480314325412,5816.628887344488,2.073792319907209,CRITICAL
9,7,90,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387253937,-122.2757927,47.56647177,17346.523463400023,498.1313387253937,17844.654802125417,5816.628887344488,3.06786888896262,CRITICAL
9,8,75,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387253937,-122.2757927,47.56647177,14455.436219500021,498.1313387253937,14953.567558225415,5816.628887344488,2.5708306044349145,CRITICAL
9,9,50,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387253937,-122.2757927,47.56647177,9636.95747966668,498.1313387253937,10135.088818392074,5816.628887344488,1.7424334635554044,CRITICAL
9,10,25,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387253937,-122.2757927,47.56647177,4818.47873983334,498.1313387253937,5316.610078558734,5816.628887344488,0.9140363226758942,CRITICAL
9,11,10,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387253937,-122.2757927,47.56647177,1927.391495933336,498.1313387253937,2425.5228346587296,5816.628887344488,0.4169980381481881,SAFE
9,12,6,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387253937,-122.2757927,47.56647177,1156.4348975600017,498.1313387253937,1654.5662362853955,5816.628887344488,0.2844544956074665,SAFE
10,1,5,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.9847320148073,-122.2794266,47.56056033,1246.2694834231322,340.9847320148073,1587.2542154379396,2869.9590306160408,0.553058144212335,SAFE
10,2,8,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.9847320148073,-122.2794266,47.56056033,1994.0311734770116,340.9847320148073,2335.015905491819,2869.9590306160408,0.8136060064211456,STRESSED
10,3,12,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.9847320148073,-122.2794266,47.56056033,2991.046760215517,340.9847320148073,3332.0314922303246,2869.9590306160408,1.1610031560328926,CRITICAL
10,4,20,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.9847320148073,-122.2794266,47.56056033,4985.077933692529,340.9847320148073,5326.062665707336,2869.9590306160408,1.8557974552563872,CRITICAL
10,5,35,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.9847320148073,-122.2794266,47.56056033,8723.886383961926,340.9847320148073,9064.871115976734,2869.9590306160408,3.1585367663004393,CRITICAL
10,6,60,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.9847320148073,-122.2794266,47.56056033,14955.23380107759,340.9847320148073,15296.218533092397,2869.9590306160408,5.32976895137386,CRITICAL
10,7,90,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.9847320148073,-122.2794266,47.56056033,22432.850701616382,340.9847320148073,22773.83543363119,2869.9590306160408,7.9352475734619645,CRITICAL
10,8,75,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.9847320148073,-122.2794266,47.56056033,18694.042251346982,340.9847320148073,19035.02698336179,2869.9590306160408,6.632508262417911,CRITICAL
10,9,50,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.9847320148073,-122.2794266,47.56056033,12462.694834231323,340.9847320148073,12803.67956624613,2869.9590306160408,4.4612760773444915,CRITICAL
10,10,25,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.9847320148073,-122.2794266,47.56056033,6231.347417115661,340.9847320148073,6572.332149130469,2869.9590306160408,2.2900438922710715,CRITICAL
10,11,10,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.9847320148073,-122.2794266,47.56056033,2492.5389668462644,340.9847320148073,2833.523698861072,2869.9590306160408,0.9873045812270191,CRITICAL
10,12,6,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.9847320148073,-122.2794266,47.56056033,1495.5233801077586,340.9847320148073,1836.508112122566,2869.9590306160408,0.6399074316152719,STRESSED
11,1,5,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554115570378,-122.2781953,47.56114153,123.18555726682388,66.77554115570378,189.96109842252764,2094.8586376685985,0.09067967403945613,SAFE
