Drain_ID,Month,Rainfall_mm_hr,Catchment_km2,Impervious_frac,Runoff_coeff,Drain_Type,Slope,Design_Capacity_m3hr,Degradation_Factor,Q_baseflow,Longitude_y,Latitude_y
8,8,75,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935
8,9,50,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935
8,10,25,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935
8,11,10,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935
8,12,6,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935
9,1,5,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177
9,2,8,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177
9,3,12,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177
9,4,20,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177
9,5,35,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177
9,6,60,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177
9,7,90,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177
9,8,75,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177
9,9,50,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177
9,10,25,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177
9,11,10,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177
9,12,6,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177
10,1,5,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033
10,2,8,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033
10,3,12,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033
10,4,20,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033
10,5,35,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033
10,6,60,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033
10,7,90,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033
10,8,75,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033
10,9,50,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033
10,10,25,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033
10,11,10,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033
10,12,6,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033
11,1,5,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153
11,2,8,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153
11,3,12,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153
11,4,20,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153
11,5,35,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153
11,6,60,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153
11,7,90,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153
11,8,75,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153
11,9,50,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153
11,10,25,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153
11,11,10,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153
11,12,6,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153
12,1,5,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816
12,2,8,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816
12,3,12,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816
12,4,20,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816
12,5,35,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816
12,6,60,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816
12,7,90,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816
12,8,75,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816
12,9,50,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816
12,10,25,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816
12,11,10,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816
12,12,6,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816
13,1,5,4.245991884,0.315210446,0.651160156,2,0.13988532,7759.417128,0.753070931,267.6761991,-122.2732358,47.56384086
13,2,8,4.245991884,0.315210446,0.651160156,2,0.13988532,7759.417128,0.753070931,267.6761991,-122.2732358,47.56384086
13,3,12,4.245991884,0.315210446,0.651160156,2,0.13988532,7759.417128,0.753070931,267.6761991,-122.2732358,47.56384086
13,4,20,4.245991884,0.315210446,0.651160156,2,0.13988532,7759.417128,0.753070931,267.6761991,-122.2732358,47.56384086
13,5,35,4.245991884,0.315210446,0.651160156,2,0.13988532,7759.417128,0.753070931,267.6761991,-122.2732358,47.56384086
13,6,60,4.245991884,0.315210446,0.651160156,2,0.13988532,7759.417128,0.753070931,267.6761991,-122.2732358,47.56384086
13,7,90,4.245991884,0.315210446,0.651160156,2,0.13988532,7759.417128,0.753070931,267.6761991,-122.2732358,47.56384086
13,8,75,4.245991884,0.315210446,0.651160156,2,0.13988532,7759.417128,0.753070931,267.6761991,-122.2732358,47.56384086
13,9,50,4.245991884,0.315210446,0.651160156,2,0.13988532,7759.417128,0.753070931,267.6761991,-122.2732358,47.56384086
13,10,25,4.245991884,0.315210446,0.651160156,2,0.13988532,7759.417128,0.753070931,267.6761991,-122.2732358,47.56384086
13,11,10,4.245991884,0.315210446,0.651160156,2,0.13988532,7759.417128,0.753070931,267.6761991,-122.2732358,47.56384086
13,12,6,4.245991884,0.315210446,0.651160156,2,0.13988532,7759.417128,0.753070931,267.6761991,-122.2732358,47.56384086
14,1,5,1.455525998,0.877589049,0.432703613,3,0.149287095,7142.338485,0.719755844,255.4707353,-122.2753225,47.56722507
14,2,8,1.455525998,0.877589049,0.432703613,3,0.149287095,7142.338485,0.719755844,255.4707353,-122.2753225,47.56722507
14,3,12,1.455525998,0.877589049,0.432703613,3,0.149287095,7142.338485,0.719755844,255.4707353,-122.2753225,47.56722507
14,4,20,1.455525998,0.877589049,0.432703613,3,0.149287095,7142.338485,0.719755844,255.4707353,-122.2753225,47.56722507
14,5,35,1.455525998,0.877589049,0.432703613,3,0.149287095,7142.338485,0.719755844,255.4707353,-122.2753225,47.56722507
14,6,60,1.455525998,0.877589049,0.432703613,3,0.149287095,7142.338485,0.719755844,255.4707353,-122.2753225,47.56722507
14,7,90,1.455525998,0.877589049,0.432703613,3,0.149287095,7142.338485,0.719755844,255.4707353,-122.2753225,47.56722507
14,8,75,1.455525998,0.877589049,0.432703613,3,0.149287095,7142.338485,0.719755844,255.4707353,-122.2753225,47.56722507
14,9,50,1.455525998,0.877589049,0.432703613,3,0.149287095,7142.338485,0.719755844,255.4707353,-122.2753225,47.56722507
14,10,25,1.455525998,0.877589049,0.432703613,3,0.149287095,7142.338485,0.719755844,255.4707353,-122.2753225,47.56722507
14,11,10,1.455525998,0.877589049,0.432703613,3,0.149287095,7142.338485,0.719755844,255.4707353,-122.2753225,47.56722507
14,12,6,1.455525998,0.877589049,0.432703613,3,0.149287095,7142.338485,0.719755844,255.4707353,-122.2753225,47.56722507
15,1,5,1.318212352,0.801588072,0.74943145,2,0.034345335,5534.362444,0.552832342,211.3326595,-122.2695242,47.56534093
15,2,8,1.318212352,0.801588072,0.74943145,2,0.034345335,5534.362444,0.552832342,211.3326595,-122.2695242,47.56534093
15,3,12,1.318212352,0.801588072,0.74943145,2,0.034345335,5534.362444,0.552832342,211.3326595,-122.2695242,47.56534093
15,4,20,1.318212352,0.801588072,0.74943145,2,0.034345335,5534.362444,0.552832342,211.3326595,-122.2695242,47.56534093
15,5,35,1.318212352,0.801588072,0.74943145,2,0.034345335,5534.362444,0.552832342,211.3326595,-122.2695242,47.56534093
15,6,60,1.318212352,0.801588072,0.74943145,2,0.034345335,5534.362444,0.552832342,211.3326595,-122.2695242,47.56534093
15,7,90,1.318212352,0.801588072,0.74943145,2,0.034345335,5534.362444,0.552832342,211.3326595,-122.2695242,47.56534093
15,8,75,1.318212352,0.801588072,0.74943145,2,0.034345335,5534.362444,0.552832342,211.3326595,-122.2695242,47.56534093
15,9,50,1.318212352,0.801588072,0.74943145,2,0.034345335,5534.362444,0.552832342,211.3326595,-122.2695242,47.56534093
15,10,25,1.318212352,0.801588072,0.74943145,2,0.034345335,5534.362444,0.552832342,211.3326595,-122.2695242,47.56534093
15,11,10,1.318212352,0.801588072,0.74943145,2,0.034345335,5534.362444,0.552832342,211.3326595,-122.2695242,47.56534093
15,12,6,1.318212352,0.801588072,0.74943145,2,0.034345335,5534.362444,0.552832342,211.3326595,-122.2695242,47.56534093
16,1,5,1.325320294,0.717584524,0.76834896,3,0.065473883,8675.448816,0.820413157,190.2058665,-122.2694633,47.56284511
16,2,8,1.325320294,0.717584524,0.76834896,3,0.065473883,8675.448816,0.820413157,190.2058665,-122.2694633,47.56284511
16,3,12,1.325320294,0.717584524,0.76834896,3,0.065473883,8675.448816,0.820413157,190.2058665,-122.2694633,47.56284511
16,4,20,1.325320294,0.717584524,0.76834896,3,0.065473883,8675.448816,0.820413157,190.2058665,-122.2694633,47.56284511
16,5,35,1.325320294,0.717584524,0.76834896,3,0.065473883,8675.448816,0.820413157,190.2058665,-122.2694633,47.56284511
16,6,60,1.325320294,0.717584524,0.76834896,3,0.065473883,8675.448816,0.820413157,190.2058665,-122.2694633,47.56284511
16,7,90,1.325320294,0.717584524,0.76834896,3,0.065473883,8675.448816,0.820413157,190.2058665,-122.2694633,47.56284511
16,8,75,1.325320294,0.717584524,0.76834896,3,0.065473883,8675.448816,0.820413157,190.2058665,-122.2694633,47.56284511
16,9,50,1.325320294,0.717584524,0.76834896,3,0.065473883,8675.448816,0.820413157,190.2058665,-122.2694633,47.56284511
16,10,25,1.325320294,0.717584524,0.76834896,3,0.065473883,8675.448816,0.820413157,190.2058665,-122.2694633,47.56284511
16,11,10,1.325320294,0.717584524,0.76834896,3,0.065473883,8675.448816,0.820413157,190.2058665,-122.2694633,47.56284511
16,12,6,1.325320294,0.717584524,0.76834896,3,0.065473883,8675.448816,0.820413157,190.2058665,-122.2694633,47.56284511
17,1,5,1.869090093,0.545371767,0.424431184,3,0.116153387,8348.1963,0.608019091,203.8697933,-122.2694836,47.56571473
17,2,8,1.869090093,0.545371767,0.424431184,3,0.116153387,8348.1963,0.608019091,203.8697933,-122.2694836,47.56571473
17,3,12,1.869090093,0.545371767,0.424431184,3,0.116153387,8348.1963,0.608019091,203.8697933,-122.2694836,47.56571473
17,4,20,1.869090093,0.545371767,0.424431184,3,0.116153387,8348.1963,0.608019091,203.8697933,-122.2694836,47.56571473
17,5,35,1.869090093,0.545371767,0.424431184,3,0.116153387,8348.1963,0.608019091,203.8697933,-122.2694836,47.56571473
17,6,60,1.869090093,0.545371767,0.424431184,3,0.116153387,8348.1963,0.608019091,203.8697933,-122.2694836,47.56571473
17,7,90,1.869090093,0.545371767,0.424431184,3,0.116153387,8348.1963,0.608019091,203.8697933,-122.2694836,47.56571473
17,8,75,1.869090093,0.545371767,0.424431184,3,0.116153387,8348.1963,0.608019091,203.8697933,-122.2694836,47.56571473
17,9,50,1.869090093,0.545371767,0.424431184,3,0.116153387,8348.1963,0.608019091,203.8697933,-122.2694836,47.56571473
17,10,25,1.869090093,0.545371767,0.424431184,3,0.116153387,8348.1963,0.608019091,203.8697933,-122.2694836,47.56571473
17,11,10,1.869090093,0.545371767,0.424431184,3,0.116153387,8348.1963,0.608019091,203.8697933,-122.2694836,47.56571473
17,12,6,1.869090093,0.545371767,0.424431184,3,0.116153387,8348.1963,0.608019091,203.8697933,-122.2694836,47.56571473
18,1,5,2.861403942,0.403976592,0.510751059,3,0.107442887,6475.512097,0.809793977,231.1880426,-122.2758526,47.56185943
18,2,8,2.861403942,0.403976592,0.510751059,3,0.107442887,6475.512097,0.809793977,231.1880426,-122.2758526,47.56185943
18,3,12,2.861403942,0.403976592,0.510751059,3,0.107442887,6475.512097,0.809793977,231.1880426,-122.2758526,47.56185943
18,4,20,2.861403942,0.403976592,0.510751059,3,0.107442887,6475.512097,0.809793977,231.1880426,-122.2758526,47.56185943
18,5,35,2.861403942,0.403976592,0.510751059,3,0.107442887,6475.512097,0.809793977,231.1880426,-122.2758526,47.56185943
18,6,60,2.861403942,0.403976592,0.510751059,3,0.107442887,6475.512097,0.809793977,231.1880426,-122.2758526,47.56185943
18,7,90,2.861403942,0.403976592,0.510751059,3,0.107442887,6475.512097,0.809793977,231.1880426,-122.2758526,47.56185943
18,8,75,2.861403942,0.403976592,0.510751059,3,0.107442887,6475.512097,0.809793977,231.1880426,-122.2758526,47.56185943
18,9,50,2.861403942,0.403976592,0.510751059,3,0.107442887,6475.512097,0.809793977,231.1880426,-122.2758526,47.56185943
18,10,25,2.861403942,0.403976592,0.510751059,3,0.107442887,6475.512097,0.809793977,231.1880426,-122.2758526,47.56185943
18,11,10,2.861403942,0.403976592,0.510751059,3,0.107442887,6475.512097,0.809793977,231.1880426,-122.2758526,47.56185943
18,12,6,2.861403942,0.403976592,0.510751059,3,0.107442887,6475.512097,0.809793977,231.1880426,-122.2758526,47.56185943
19,1,5,2.443752584,0.393862226,0.722480512,1,0.031545427,8880.305884,0.825100546,192.5003665,-122.2778478,47.56171702
19,2,8,2.443752584,0.393862226,0.722480512,1,0.031545427,8880.305884,0.825100546,192.5003665,-122.2778478,47.56171702
19,3,12,2.443752584,0.393862226,0.722480512,1,0.031545427,8880.305884,0.825100546,192.5003665,-122.2778478,47.56171702
