Drain_ID,Month,Rainfall_mm_hr,Catchment_km2,Impervious_frac,Runoff_coeff,Drain_Type,Slope,Design_Capacity_m3hr,Degradation_Factor,Q_baseflow,Longitude,Latitude,Q_runoff,Q_total_in,Q_eff,Utilization_Ratio,Operational_Status,Failure_Probability
2,10,25,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237,-122.3873427,47.55897345,6109.378747,6700.742771,2058.092219,3.255802975,CRITICAL,0.641763013
2,11,10,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237,-122.3873427,47.55897345,2443.751499,3035.115523,2058.092219,1.474722801,CRITICAL,0.192063688
2,12,6,4.778214379,0.618812779,0.511436136,1,0.095083151,2942.942193,0.699331514,591.3640237,-122.3873427,47.55897345,1466.250899,2057.614923,2058.092219,0.999768088,CRITICAL,0.133531264
3,1,5,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943,893.1091385,1366.886092,3392.165674,0.402953813,SAFE,0.130847226
3,2,8,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943,1428.974622,1902.751575,3392.165674,0.560925308,SAFE,0.14640793
3,3,12,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943,2143.461932,2617.238886,3392.165674,0.771553968,STRESSED,0.269298904
3,4,20,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943,3572.436554,4046.213508,3392.165674,1.192811288,CRITICAL,0.546350429
3,5,35,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943,6251.763969,6725.540923,3392.165674,1.982668764,CRITICAL,0.799379837
3,6,60,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943,10717.30966,11191.08662,3392.165674,3.29909789,CRITICAL,0.912220549
3,7,90,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943,16075.96449,16549.74145,3392.165674,4.878812841,CRITICAL,0.915833368
3,8,75,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943,13396.63708,13870.41403,3392.165674,4.088955365,CRITICAL,0.915833368
3,9,50,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943,8931.091385,9404.868339,3392.165674,2.772526239,CRITICAL,0.892721019
3,10,25,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943,4465.545692,4939.322646,3392.165674,1.456097114,CRITICAL,0.715115345
3,11,10,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943,1786.218277,2259.995231,3392.165674,0.666239638,STRESSED,0.233813339
3,12,6,3.793972738,0.624381073,0.470804194,3,0.081776392,5918.078563,0.573186996,473.7769538,-122.3900876,47.55664943,1071.730966,1545.50792,3392.165674,0.455610978,SAFE,0.130847226
4,1,5,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351,695.4551619,1131.404269,2984.320454,0.379116213,SAFE,0.12667572
4,2,8,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351,1112.728259,1548.677366,2984.320454,0.518938026,SAFE,0.135918768
4,3,12,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351,1669.092389,2105.041496,2984.320454,0.705367111,STRESSED,0.213827959
4,4,20,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351,2781.820648,3217.769755,2984.320454,1.078225279,CRITICAL,0.513871458
4,5,35,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351,4868.186134,5304.13524,2984.320454,1.777334345,CRITICAL,0.766756531
4,6,60,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351,8345.461943,8781.41105,2984.320454,2.942516122,CRITICAL,0.887805362
4,7,90,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351,12518.19291,12954.14202,2984.320454,4.340734255,CRITICAL,0.892835703
4,8,75,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351,10431.82743,10867.77654,2984.320454,3.641625188,CRITICAL,0.892835703
4,9,50,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351,6954.551619,7390.500726,2984.320454,2.476443411,CRITICAL,0.865953033
4,10,25,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351,3477.27581,3913.224917,2984.320454,1.311261635,CRITICAL,0.673555349
4,11,10,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351,1390.910324,1826.859431,2984.320454,0.612152568,STRESSED,0.187996962
4,12,6,3.193963179,0.682457941,0.435481014,1,0.042293774,4364.527,0.683767211,435.949107,-122.3903673,47.55637351,834.5461943,1270.495301,2984.320454,0.425723484,SAFE,0.12667572
5,1,5,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002,269.4196634,446.2834189,4564.037836,0.097782585,SAFE,0.116720994
5,2,8,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002,431.0714614,607.935217,4564.037836,0.133201178,SAFE,0.130501186
5,3,12,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002,646.6071921,823.4709477,4564.037836,0.180425969,SAFE,0.220058082
5,4,20,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002,1077.678654,1254.542409,4564.037836,0.27487555,SAFE,0.470864114
5,5,35,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002,1885.937644,2062.801399,4564.037836,0.451968514,SAFE,0.758594908
5,6,60,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002,3233.035961,3409.899716,4564.037836,0.747123455,STRESSED,0.90421227
5,7,90,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002,4849.553941,5026.417696,4564.037836,1.101309384,CRITICAL,0.910144731
5,8,75,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002,4041.294951,4218.158706,4564.037836,0.924216419,CRITICAL,0.910144731
5,9,50,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002,2694.196634,2871.060389,4564.037836,0.629061479,STRESSED,0.882250656
5,10,25,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002,1347.098317,1523.962072,4564.037836,0.333906538,SAFE,0.642999694
5,11,10,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002,538.8393268,715.7030823,4564.037836,0.156813573,SAFE,0.195489171
5,12,6,1.202083882,0.7356548,0.448254348,3,0.034713924,8545.50861,0.534086155,176.8637556,-122.2867681,47.56070002,323.3035961,500.1673516,4564.037836,0.109588783,SAFE,0.116720994
6,1,5,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407,351.1640117,564.0365488,2647.899525,0.213012821,SAFE,0.131355493
6,2,8,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407,561.8624188,774.7349558,2647.899525,0.292584726,SAFE,0.138432814
6,3,12,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407,842.7936282,1055.666165,2647.899525,0.398680598,SAFE,0.263327318
6,4,20,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407,1404.656047,1617.528584,2647.899525,0.610872342,STRESSED,0.406744733
6,5,35,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407,2458.148082,2671.020619,2647.899525,1.008731862,CRITICAL,0.65912598
6,6,60,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407,4213.968141,4426.840678,2647.899525,1.671831063,CRITICAL,0.860373016
6,7,90,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407,6320.952211,6533.824748,2647.899525,2.467550104,CRITICAL,0.865885639
6,8,75,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407,5267.460176,5480.332713,2647.899525,2.069690583,CRITICAL,0.865885639
6,9,50,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407,3511.640117,3724.512654,2647.899525,1.406591383,CRITICAL,0.811301484
6,10,25,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407,1755.820059,1968.692596,2647.899525,0.743492182,STRESSED,0.510006722
6,11,10,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407,702.3280235,915.2005605,2647.899525,0.345632662,SAFE,0.231540691
6,12,6,1.201975342,0.885511248,0.584311507,1,0.040868069,5162.543951,0.512905953,212.872537,-122.2794919,47.56161407,421.3968141,634.2693511,2647.899525,0.239536789,SAFE,0.131355493
7,1,5,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381,183.6947696,276.549204,2051.285964,0.13481748,SAFE,0.110383788
7,2,8,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381,293.9116314,386.7660658,2051.285964,0.188548097,SAFE,0.120987574
7,3,12,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381,440.8674471,533.7218815,2051.285964,0.260188921,SAFE,0.204595345
7,4,20,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381,734.7790785,827.6335129,2051.285964,0.403470568,SAFE,0.469317312
7,5,35,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381,1285.863387,1378.717822,2051.285964,0.672123656,STRESSED,0.746615411
7,6,60,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381,2204.337235,2297.19167,2051.285964,1.119878803,CRITICAL,0.909111295
7,7,90,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381,3306.505853,3399.360288,2051.285964,1.657184979,CRITICAL,0.913765603
7,8,75,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381,2755.421544,2848.275979,2051.285964,1.388531891,CRITICAL,0.913765603
7,9,50,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381,1836.947696,1929.802131,2051.285964,0.940776744,CRITICAL,0.886804853
7,10,25,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381,918.4738481,1011.328282,2051.285964,0.493021597,SAFE,0.633636743
7,11,10,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381,367.3895392,460.2439736,2051.285964,0.224368509,SAFE,0.181567551
7,12,6,0.761376255,0.609780209,0.482533487,2,0.036101357,3614.071317,0.567583145,92.85443438,-122.2807329,47.56537381,220.4337235,313.2881579,2051.285964,0.152727686,SAFE,0.110383788
8,1,5,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935,1199.955194,1634.258226,6621.324594,0.246817416,SAFE,0.046660734
8,2,8,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935,1919.928311,2354.231343,6621.324594,0.355552927,SAFE,0.05066345
8,3,12,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935,2879.892466,3314.195498,6621.324594,0.500533609,SAFE,0.078987042
8,4,20,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935,4799.820777,5234.123809,6621.324594,0.790494973,STRESSED,0.340910668
8,5,35,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935,8399.68636,8833.989392,6621.324594,1.334172531,CRITICAL,0.611601118
8,6,60,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935,14399.46233,14833.76536,6621.324594,2.240301793,CRITICAL,0.780268622
8,7,90,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935,21599.1935,22033.49653,6621.324594,3.327656908,CRITICAL,0.800495744
8,8,75,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935,17999.32791,18433.63095,6621.324594,2.783979351,CRITICAL,0.798061882
8,9,50,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935,11999.55194,12433.85497,6621.324594,1.877850088,CRITICAL,0.751200366
8,10,25,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935,5999.775971,6434.079003,6621.324594,0.971720826,CRITICAL,0.53235658
8,11,10,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935,2399.910388,2834.213421,6621.324594,0.428043268,SAFE,0.069327656
8,12,6,4.397792656,0.493773884,0.545707944,2,0.119141826,6745.732386,0.981557556,434.3030322,-122.2758933,47.56056935,1439.946233,1874.249265,6621.324594,0.283062586,SAFE,0.046660734
9,1,5,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177,963.695748,1461.827087,5816.628887,0.25131861,SAFE,0.106248344
9,2,8,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177,1541.913197,2040.044535,5816.628887,0.350726267,SAFE,0.113592526
9,3,12,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177,2312.869795,2811.001134,5816.628887,0.483269809,SAFE,0.159290184
9,4,20,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177,3854.782992,4352.914331,5816.628887,0.748356894,STRESSED,0.466960587
9,5,35,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177,6745.870236,7244.001574,5816.628887,1.245395179,CRITICAL,0.693955745
9,6,60,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177,11564.34898,12062.48031,5816.628887,2.07379232,CRITICAL,0.833592812
9,7,90,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177,17346.52346,17844.6548,5816.628887,3.067868889,CRITICAL,0.850611295
9,8,75,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177,14455.43622,14953.56756,5816.628887,2.570830604,CRITICAL,0.850611295
9,9,50,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177,9636.95748,10135.08882,5816.628887,1.742433464,CRITICAL,0.804727531
9,10,25,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177,4818.47874,5316.610079,5816.628887,0.914036323,CRITICAL,0.62138457
9,11,10,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177,1927.391496,2425.522835,5816.628887,0.416998038,SAFE,0.14152472
9,12,6,3.205017553,0.777111717,0.601366908,1,0.059017536,7507.606344,0.774764768,498.1313387,-122.2757927,47.56647177,1156.434898,1654.566236,5816.628887,0.284454496,SAFE,0.106248344
10,1,5,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033,1246.269483,1587.254215,2869.959031,0.553058144,SAFE,0.077109247
10,2,8,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033,1994.031173,2335.015905,2869.959031,0.813606006,STRESSED,0.081508468
10,3,12,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033,2991.04676,3332.031492,2869.959031,1.161003156,CRITICAL,0.112214455
10,4,20,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033,4985.077934,5326.062666,2869.959031,1.855797455,CRITICAL,0.430607807
10,5,35,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033,8723.886384,9064.871116,2869.959031,3.158536766,CRITICAL,0.660057657
10,6,60,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033,14955.2338,15296.21853,2869.959031,5.329768951,CRITICAL,0.83098085
10,7,90,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033,22432.8507,22773.83543,2869.959031,7.935247573,CRITICAL,0.852646489
10,8,75,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033,18694.04225,19035.02698,2869.959031,6.632508262,CRITICAL,0.850212627
10,9,50,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033,12462.69483,12803.67957,2869.959031,4.461276077,CRITICAL,0.806646283
10,10,25,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033,6231.347417,6572.332149,2869.959031,2.290043892,CRITICAL,0.582857653
10,11,10,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033,2492.538967,2833.523699,2869.959031,0.987304581,CRITICAL,0.103476207
10,12,6,3.6863266,0.462499351,0.676157931,3,0.018097975,2919.856217,0.982911081,340.984732,-122.2794266,47.56056033,1495.52338,1836.508112,2869.959031,0.639907432,STRESSED,0.077109247
11,1,5,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153,123.1855573,189.9610984,2094.858638,0.090679674,SAFE,0.101141793
11,2,8,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153,197.0968916,263.8724328,2094.858638,0.125961928,SAFE,0.106877656
11,3,12,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153,295.6453374,362.4208786,2094.858638,0.173004933,SAFE,0.160336898
11,4,20,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153,492.7422291,559.5177702,2094.858638,0.267090944,SAFE,0.435953177
11,5,35,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153,862.2989009,929.074442,2094.858638,0.443502213,SAFE,0.643879865
11,6,60,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153,1478.226687,1545.002228,2094.858638,0.737520996,STRESSED,0.813942765
11,7,90,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153,2217.340031,2284.115572,2094.858638,1.090343535,CRITICAL,0.825727961
11,8,75,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153,1847.783359,1914.5589,2094.858638,0.913932265,CRITICAL,0.825727961
11,9,50,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153,1231.855573,1298.631114,2094.858638,0.619913483,STRESSED,0.773895875
11,10,25,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153,615.9277863,682.7033275,2094.858638,0.3258947,SAFE,0.567203093
11,11,10,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153,246.3711145,313.1466557,2094.858638,0.149483431,SAFE,0.147693061
11,12,6,0.592630224,0.563382852,0.415724856,1,0.145674368,2924.763338,0.716248939,66.77554116,-122.2781953,47.56114153,147.8226687,214.5982099,2094.858638,0.102440425,SAFE,0.101141793
12,1,5,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816,1750.680328,2088.355004,1188.313321,1.757411086,CRITICAL,0.379171208
12,2,8,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816,2801.088524,3138.763201,1188.313321,2.641359939,CRITICAL,0.403122824
12,3,12,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816,4201.632786,4539.307463,1188.313321,3.819958409,CRITICAL,0.490951694
12,4,20,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816,7002.721311,7340.395987,1188.313321,6.177155349,CRITICAL,0.719466699
12,5,35,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816,12254.76229,12592.43697,1188.313321,10.59689961,CRITICAL,0.845619368
12,6,60,4.864594335,0.347073829,0.71976416,3,0.133730024,1811.707129,0.655908067,337.6746765,-122.2732741,47.56053816,21008.16393,21345.83861,1188.313321,17.96314005,CRITICAL,0.917560331
